age,job,marital,education,housing,loan,contact,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
48,blue-collar,married,professional.course,yes,no,cellular,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
28,admin.,single,high.school,yes,no,cellular,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
46,entrepreneur,married,basic.9y,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
34,technician,single,professional.course,no,no,cellular,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
47,admin.,married,university.degree,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
34,blue-collar,married,basic.9y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
41,blue-collar,married,basic.9y,no,yes,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,technician,single,professional.course,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
60,retired,married,high.school,no,no,cellular,3,6,1,success,-1.8,93.876,-40.0,0.699,5008.7,yes
54,admin.,married,university.degree,no,no,cellular,2,999,0,nonexistent,-1.8,92.843,-50.0,1.56,5099.1,no
30,unemployed,single,unknown,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
58,retired,married,professional.course,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
40,admin.,single,high.school,no,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
39,admin.,married,university.degree,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
26,admin.,single,university.degree,no,no,cellular,1,9,3,failure,-1.7,94.215,-40.3,0.885,4991.6,yes
39,services,married,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
35,admin.,married,high.school,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
35,technician,single,university.degree,no,no,cellular,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,admin.,single,university.degree,no,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
44,blue-collar,married,basic.4y,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,management,married,university.degree,no,yes,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
45,admin.,single,high.school,no,no,cellular,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,no
47,blue-collar,married,basic.4y,unknown,unknown,telephone,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
41,admin.,married,high.school,no,no,telephone,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
48,blue-collar,married,professional.course,no,no,telephone,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
34,admin.,single,high.school,no,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37,management,divorced,unknown,no,yes,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
36,self-employed,married,university.degree,no,yes,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no
60,retired,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
43,management,married,university.degree,yes,yes,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,yes
32,technician,single,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
42,admin.,married,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
34,blue-collar,married,unknown,no,no,cellular,6,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
44,blue-collar,married,unknown,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
46,admin.,married,professional.course,no,no,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
50,admin.,married,basic.9y,yes,no,telephone,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
42,technician,married,professional.course,no,no,telephone,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28,blue-collar,married,basic.9y,no,yes,telephone,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
46,blue-collar,married,basic.9y,no,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
48,admin.,married,university.degree,yes,no,cellular,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33,technician,married,professional.course,no,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
43,admin.,single,high.school,yes,no,cellular,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
57,technician,married,university.degree,no,no,cellular,6,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
36,services,married,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,admin.,single,university.degree,yes,no,cellular,3,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,yes
39,admin.,divorced,high.school,yes,no,cellular,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
56,technician,divorced,basic.9y,yes,no,telephone,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
30,services,single,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,admin.,married,university.degree,yes,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
25,management,single,university.degree,no,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
21,student,single,professional.course,no,no,telephone,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
43,blue-collar,single,professional.course,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
78,retired,married,professional.course,yes,no,cellular,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
34,blue-collar,single,basic.9y,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
58,technician,married,professional.course,yes,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
32,admin.,married,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
54,technician,married,university.degree,no,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
47,self-employed,married,university.degree,no,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,admin.,married,university.degree,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
36,blue-collar,married,basic.9y,yes,yes,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
46,blue-collar,married,basic.4y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
34,admin.,single,high.school,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
25,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
33,admin.,married,university.degree,yes,yes,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38,admin.,married,basic.9y,no,yes,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
31,admin.,single,university.degree,no,no,cellular,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
49,management,divorced,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
47,services,married,high.school,no,yes,cellular,2,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1,no
33,services,single,high.school,yes,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
53,admin.,divorced,university.degree,yes,yes,cellular,1,999,1,failure,-1.8,93.369,-34.8,0.654,5008.7,no
28,management,married,basic.6y,no,yes,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
40,blue-collar,married,basic.6y,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
58,retired,married,high.school,no,no,cellular,4,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,no
47,services,married,basic.6y,yes,no,cellular,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,blue-collar,divorced,basic.6y,no,no,cellular,5,999,2,failure,-1.8,93.075,-47.1,1.445,5099.1,no
47,services,married,high.school,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
50,admin.,married,high.school,yes,yes,cellular,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,no
31,technician,single,professional.course,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
52,technician,married,professional.course,yes,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
34,technician,single,university.degree,no,yes,telephone,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
37,admin.,married,university.degree,no,no,cellular,1,999,2,failure,-1.8,93.876,-40.0,0.668,5008.7,no
41,housemaid,married,basic.6y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
25,student,single,university.degree,yes,yes,cellular,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
32,management,married,university.degree,yes,no,telephone,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
58,retired,married,university.degree,no,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
54,admin.,divorced,university.degree,no,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,services,married,high.school,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
54,admin.,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
51,blue-collar,married,basic.4y,yes,no,cellular,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,self-employed,single,professional.course,yes,no,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
41,technician,divorced,professional.course,yes,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
45,technician,married,professional.course,yes,yes,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
33,self-employed,single,university.degree,yes,yes,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
53,management,married,university.degree,no,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
40,blue-collar,married,basic.6y,yes,no,cellular,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
45,technician,divorced,professional.course,yes,no,telephone,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,unemployed,married,high.school,yes,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,management,married,university.degree,no,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,technician,married,basic.9y,yes,no,telephone,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
51,blue-collar,married,basic.4y,yes,yes,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
30,admin.,single,university.degree,no,no,cellular,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
28,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
42,technician,single,professional.course,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,self-employed,divorced,university.degree,no,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
45,services,divorced,high.school,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
52,admin.,married,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45,admin.,married,unknown,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
56,admin.,divorced,basic.6y,no,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,management,married,high.school,no,yes,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
50,services,married,basic.4y,yes,yes,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
52,housemaid,single,university.degree,no,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
31,admin.,single,university.degree,yes,no,cellular,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39,blue-collar,married,basic.6y,yes,no,telephone,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,admin.,single,university.degree,yes,yes,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,services,married,unknown,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
32,unemployed,married,university.degree,yes,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
45,technician,married,high.school,yes,no,cellular,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
37,self-employed,single,university.degree,no,yes,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
45,technician,single,university.degree,no,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
31,services,married,high.school,no,no,telephone,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
28,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
33,management,married,university.degree,no,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
47,housemaid,married,basic.4y,yes,yes,telephone,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
35,entrepreneur,single,university.degree,no,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
38,technician,married,professional.course,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
34,admin.,married,university.degree,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
25,services,single,high.school,yes,no,cellular,1,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,no
37,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
44,admin.,single,professional.course,no,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
59,retired,divorced,basic.4y,yes,no,cellular,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
39,admin.,single,university.degree,yes,yes,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
35,blue-collar,married,basic.9y,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
39,admin.,married,university.degree,no,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
43,management,married,high.school,no,no,telephone,10,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
47,management,divorced,university.degree,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,unemployed,divorced,unknown,yes,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
52,housemaid,married,basic.9y,yes,no,cellular,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,services,single,professional.course,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51,admin.,married,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,admin.,married,university.degree,no,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35,technician,single,university.degree,no,no,cellular,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
31,admin.,single,university.degree,yes,yes,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
41,unemployed,married,basic.9y,yes,no,telephone,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
30,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
36,admin.,married,university.degree,yes,yes,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
39,entrepreneur,married,university.degree,yes,no,cellular,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
43,services,married,high.school,yes,yes,telephone,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,management,married,university.degree,no,no,telephone,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,no
32,admin.,divorced,university.degree,unknown,unknown,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34,blue-collar,married,basic.6y,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,services,married,high.school,yes,no,cellular,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes
44,admin.,single,professional.course,yes,no,cellular,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
52,housemaid,married,basic.4y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45,management,single,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
48,blue-collar,married,basic.6y,no,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
41,admin.,married,high.school,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
33,technician,single,professional.course,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
33,blue-collar,married,basic.9y,yes,no,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
37,technician,married,professional.course,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
36,technician,married,high.school,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33,blue-collar,single,basic.4y,no,yes,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
44,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,yes
50,blue-collar,divorced,basic.4y,yes,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
47,blue-collar,married,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
24,admin.,single,professional.course,yes,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
52,admin.,married,unknown,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29,admin.,single,high.school,yes,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
44,blue-collar,divorced,basic.4y,yes,no,cellular,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
39,self-employed,divorced,professional.course,yes,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
31,technician,married,professional.course,no,no,telephone,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
33,blue-collar,married,basic.9y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,technician,married,university.degree,yes,no,cellular,2,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,no
49,services,married,high.school,no,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
51,entrepreneur,married,professional.course,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
45,technician,married,university.degree,no,no,cellular,2,999,1,failure,-1.7,94.027,-38.3,0.896,4991.6,no
30,admin.,married,unknown,no,yes,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,technician,divorced,professional.course,no,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
65,retired,married,basic.4y,yes,no,cellular,1,3,3,success,-1.1,94.601,-49.5,1.043,4963.6,yes
60,management,married,professional.course,yes,no,cellular,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
34,admin.,married,university.degree,yes,yes,telephone,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
36,services,married,high.school,no,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
58,blue-collar,married,basic.9y,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
27,services,married,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
56,services,married,high.school,no,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
43,blue-collar,married,basic.6y,no,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
54,retired,married,high.school,yes,yes,telephone,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
51,blue-collar,married,basic.4y,no,no,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
44,admin.,single,high.school,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,blue-collar,married,basic.6y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
31,blue-collar,married,basic.9y,yes,yes,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
45,admin.,married,high.school,no,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
26,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
37,self-employed,single,basic.9y,yes,no,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
36,blue-collar,married,unknown,yes,yes,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
35,admin.,married,high.school,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
54,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40,admin.,single,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
27,admin.,single,basic.9y,yes,no,telephone,4,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
50,admin.,married,university.degree,yes,no,cellular,5,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
30,blue-collar,married,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
57,self-employed,married,university.degree,no,yes,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
44,blue-collar,married,basic.4y,yes,no,cellular,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
33,admin.,single,high.school,no,yes,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
26,student,single,high.school,yes,no,cellular,4,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
28,blue-collar,married,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,technician,married,professional.course,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,technician,single,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
43,technician,married,basic.6y,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
37,admin.,married,university.degree,yes,no,cellular,5,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
32,admin.,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
28,self-employed,single,university.degree,yes,no,cellular,2,6,3,success,-1.1,94.767,-50.8,1.041,4963.6,no
34,blue-collar,married,basic.9y,yes,yes,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,blue-collar,married,basic.4y,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
31,management,married,university.degree,yes,yes,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
58,retired,married,professional.course,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
56,technician,married,professional.course,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
44,self-employed,married,university.degree,no,no,cellular,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
39,admin.,single,university.degree,no,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
36,unemployed,married,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
39,entrepreneur,single,basic.6y,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes
27,admin.,single,university.degree,yes,no,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
36,blue-collar,married,unknown,yes,yes,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
44,blue-collar,divorced,basic.6y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
63,retired,married,high.school,no,no,cellular,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,yes
38,technician,single,university.degree,no,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
26,admin.,single,university.degree,no,no,cellular,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
54,technician,married,university.degree,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
56,services,divorced,high.school,no,no,telephone,7,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
43,technician,single,professional.course,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
47,technician,married,professional.course,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
43,admin.,single,high.school,yes,no,cellular,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
50,admin.,single,basic.9y,no,yes,telephone,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
57,services,divorced,high.school,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
30,technician,married,high.school,no,no,telephone,6,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
31,blue-collar,married,basic.9y,unknown,unknown,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
42,services,married,high.school,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
36,admin.,single,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38,blue-collar,divorced,unknown,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
